CODIGO_CATEGORIA|NOMBRE_CATEGORIA|CODIGO_AGRUPACION|NOMBRE_AGRUPACION|CODIGO_LISTA|NOMBRE_LISTA
000901002000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 2|01-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000901002000000.01-501.A.000901002000000.01-501|UNIDAD
000901002000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 2|01-503|JUNTOS POR EL CAMBIO|000901002000000.01-503.A.000901002000000.01-503|JUNTOS SOMOS EL CAMBIO
000901003000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 3|01-504|CONSENSO FEDERAL|000901003000000.01-504.A.000901003000000.01-504|CONSENSO PARA EL FUTURO
000901003000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 3|13|MOVIMIENTO AL SOCIALISMO|000901003000000.13.A.000901003000000.13|UNIDAD DE LA IZQUIERDA
000901003000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 3|5|DEMOCRATA CRISTIANO|000901003000000.5.A.000901003000000.5|CIUDAD CELESTE POR LA VIDA Y LA FAMILIA
000901003000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 3|01-502|FRENTE DE TODOS|000901003000000.01-502.A.000901003000000.01-502|CELESTE Y BLANCA
000901003000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 3|01-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000901003000000.01-501.A.000901003000000.01-501|UNIDAD
000901003000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 3|01-503|JUNTOS POR EL CAMBIO|000901003000000.01-503.A.000901003000000.01-503|JUNTOS SOMOS EL CAMBIO
000901004000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 4|01-504|CONSENSO FEDERAL|000901004000000.01-504.A.000901004000000.01-504|CONSENSO PARA EL FUTURO
000901004000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 4|13|MOVIMIENTO AL SOCIALISMO|000901004000000.13.A.000901004000000.13|UNIDAD DE LA IZQUIERDA
000901004000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 4|5|DEMOCRATA CRISTIANO|000901004000000.5.A.000901004000000.5|CIUDAD CELESTE POR LA VIDA Y LA FAMILIA
000901004000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 4|01-502|FRENTE DE TODOS|000901004000000.01-502.B.000901004000000.01-502|CORAZON MILITANTE
000901004000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 4|01-502|FRENTE DE TODOS|000901004000000.01-502.A.000901004000000.01-502|CELESTE Y BLANCA
000901004000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 4|88|PARTIDO DIGNIDAD POPULAR|000901004000000.88.1A.000901004000000.88|LIBERACION
000901004000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 4|01-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000901004000000.01-501.A.000901004000000.01-501|UNIDAD
000901004000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 4|01-503|JUNTOS POR EL CAMBIO|000901004000000.01-503.A.000901004000000.01-503|JUNTOS SOMOS EL CAMBIO
000901005000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 5|01-504|CONSENSO FEDERAL|000901005000000.01-504.A.000901005000000.01-504|CONSENSO PARA EL FUTURO
000901005000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 5|13|MOVIMIENTO AL SOCIALISMO|000901005000000.13.A.000901005000000.13|UNIDAD DE LA IZQUIERDA
000901005000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 5|5|DEMOCRATA CRISTIANO|000901005000000.5.A.000901005000000.5|CIUDAD CELESTE POR LA VIDA Y LA FAMILIA
000901005000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 5|01-502|FRENTE DE TODOS|000901005000000.01-502.A.000901005000000.01-502|CELESTE Y BLANCA
000901005000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 5|01-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000901005000000.01-501.A.000901005000000.01-501|UNIDAD
000901005000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 5|01-503|JUNTOS POR EL CAMBIO|000901005000000.01-503.A.000901005000000.01-503|JUNTOS SOMOS EL CAMBIO
000901006000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 6|01-504|CONSENSO FEDERAL|000901006000000.01-504.A.000901006000000.01-504|CONSENSO PARA EL FUTURO
000901006000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 6|13|MOVIMIENTO AL SOCIALISMO|000901006000000.13.A.000901006000000.13|UNIDAD DE LA IZQUIERDA
000901006000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 6|5|DEMOCRATA CRISTIANO|000901006000000.5.A.000901006000000.5|CIUDAD CELESTE POR LA VIDA Y LA FAMILIA
000901006000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 6|87|UNITE POR LA LIBERTAD Y LA DIGNIDAD|000901006000000.87.A.000901006000000.87|OLA CELESTE
000901006000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 6|01-502|FRENTE DE TODOS|000901006000000.01-502.A.000901006000000.01-502|CELESTE Y BLANCA
000901006000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 6|88|PARTIDO DIGNIDAD POPULAR|000901006000000.88.1A.000901006000000.88|LIBERACION
000901006000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 6|01-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000901006000000.01-501.A.000901006000000.01-501|UNIDAD
000901006000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 6|01-503|JUNTOS POR EL CAMBIO|000901006000000.01-503.A.000901006000000.01-503|JUNTOS SOMOS EL CAMBIO
000901007000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 7|01-504|CONSENSO FEDERAL|000901007000000.01-504.A.000901007000000.01-504|CONSENSO PARA EL FUTURO
000901007000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 7|13|MOVIMIENTO AL SOCIALISMO|000901007000000.13.A.000901007000000.13|UNIDAD DE LA IZQUIERDA
000901007000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 7|5|DEMOCRATA CRISTIANO|000901007000000.5.A.000901007000000.5|CIUDAD CELESTE POR LA VIDA Y LA FAMILIA
000901007000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 7|01-502|FRENTE DE TODOS|000901007000000.01-502.A.000901007000000.01-502|CELESTE Y BLANCA
000901007000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 7|88|PARTIDO DIGNIDAD POPULAR|000901007000000.88.1A.000901007000000.88|LIBERACION
000901007000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 7|01-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000901007000000.01-501.A.000901007000000.01-501|UNIDAD
000901007000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 7|01-503|JUNTOS POR EL CAMBIO|000901007000000.01-503.A.000901007000000.01-503|JUNTOS SOMOS EL CAMBIO
000901008000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 8|01-504|CONSENSO FEDERAL|000901008000000.01-504.A.000901008000000.01-504|CONSENSO PARA EL FUTURO
000901008000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 8|13|MOVIMIENTO AL SOCIALISMO|000901008000000.13.A.000901008000000.13|UNIDAD DE LA IZQUIERDA
000901008000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 8|5|DEMOCRATA CRISTIANO|000901008000000.5.A.000901008000000.5|CIUDAD CELESTE POR LA VIDA Y LA FAMILIA
000901008000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 8|87|UNITE POR LA LIBERTAD Y LA DIGNIDAD|000901008000000.87.A.000901008000000.87|OLA CELESTE
000901008000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 8|01-502|FRENTE DE TODOS|000901008000000.01-502.A.000901008000000.01-502|CELESTE Y BLANCA
000901008000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 8|88|PARTIDO DIGNIDAD POPULAR|000901008000000.88.1A.000901008000000.88|LIBERACION
000901008000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 8|01-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000901008000000.01-501.A.000901008000000.01-501|UNIDAD
000901008000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 8|01-503|JUNTOS POR EL CAMBIO|000901008000000.01-503.A.000901008000000.01-503|JUNTOS SOMOS EL CAMBIO
000901009000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 9|01-504|CONSENSO FEDERAL|000901009000000.01-504.A.000901009000000.01-504|CONSENSO PARA EL FUTURO
000901009000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 9|13|MOVIMIENTO AL SOCIALISMO|000901009000000.13.A.000901009000000.13|UNIDAD DE LA IZQUIERDA
000901009000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 9|5|DEMOCRATA CRISTIANO|000901009000000.5.A.000901009000000.5|CIUDAD CELESTE POR LA VIDA Y LA FAMILIA
000901009000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 9|87|UNITE POR LA LIBERTAD Y LA DIGNIDAD|000901009000000.87.A.000901009000000.87|OLA CELESTE
000901009000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 9|01-502|FRENTE DE TODOS|000901009000000.01-502.A.000901009000000.01-502|CELESTE Y BLANCA
000901009000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 9|88|PARTIDO DIGNIDAD POPULAR|000901009000000.88.1A.000901009000000.88|LIBERACION
000901009000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 9|01-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000901009000000.01-501.A.000901009000000.01-501|UNIDAD
000901009000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 9|01-503|JUNTOS POR EL CAMBIO|000901009000000.01-503.A.000901009000000.01-503|JUNTOS SOMOS EL CAMBIO
000901010000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 10|01-504|CONSENSO FEDERAL|000901010000000.01-504.A.000901010000000.01-504|CONSENSO PARA EL FUTURO
000901010000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 10|13|MOVIMIENTO AL SOCIALISMO|000901010000000.13.A.000901010000000.13|UNIDAD DE LA IZQUIERDA
000901010000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 10|5|DEMOCRATA CRISTIANO|000901010000000.5.A.000901010000000.5|CIUDAD CELESTE POR LA VIDA Y LA FAMILIA
000901010000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 10|87|UNITE POR LA LIBERTAD Y LA DIGNIDAD|000901010000000.87.A.000901010000000.87|OLA CELESTE
000901010000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 10|01-502|FRENTE DE TODOS|000901010000000.01-502.A.000901010000000.01-502|CELESTE Y BLANCA
000901010000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 10|01-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000901010000000.01-501.A.000901010000000.01-501|UNIDAD
000901010000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 10|01-503|JUNTOS POR EL CAMBIO|000901010000000.01-503.A.000901010000000.01-503|JUNTOS SOMOS EL CAMBIO
000901011000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 11|01-504|CONSENSO FEDERAL|000901011000000.01-504.A.000901011000000.01-504|CONSENSO PARA EL FUTURO
000901011000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 11|13|MOVIMIENTO AL SOCIALISMO|000901011000000.13.A.000901011000000.13|UNIDAD DE LA IZQUIERDA
000901011000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 11|5|DEMOCRATA CRISTIANO|000901011000000.5.A.000901011000000.5|CIUDAD CELESTE POR LA VIDA Y LA FAMILIA
000901011000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 11|87|UNITE POR LA LIBERTAD Y LA DIGNIDAD|000901011000000.87.A.000901011000000.87|OLA CELESTE
000901011000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 11|01-502|FRENTE DE TODOS|000901011000000.01-502.A.000901011000000.01-502|CELESTE Y BLANCA
000901011000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 11|01-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000901011000000.01-501.A.000901011000000.01-501|UNIDAD
000901011000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 11|01-503|JUNTOS POR EL CAMBIO|000901011000000.01-503.A.000901011000000.01-503|JUNTOS SOMOS EL CAMBIO
000901012000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 12|01-504|CONSENSO FEDERAL|000901012000000.01-504.A.000901012000000.01-504|CONSENSO PARA EL FUTURO
000901012000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 12|13|MOVIMIENTO AL SOCIALISMO|000901012000000.13.A.000901012000000.13|UNIDAD DE LA IZQUIERDA
000901012000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 12|5|DEMOCRATA CRISTIANO|000901012000000.5.A.000901012000000.5|CIUDAD CELESTE POR LA VIDA Y LA FAMILIA
000901012000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 12|01-502|FRENTE DE TODOS|000901012000000.01-502.A.000901012000000.01-502|CELESTE Y BLANCA
000901012000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 12|01-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000901012000000.01-501.A.000901012000000.01-501|UNIDAD
000901012000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 12|01-503|JUNTOS POR EL CAMBIO|000901012000000.01-503.A.000901012000000.01-503|JUNTOS SOMOS EL CAMBIO
000901013000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 13|01-504|CONSENSO FEDERAL|000901013000000.01-504.A.000901013000000.01-504|CONSENSO PARA EL FUTURO
000901013000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 13|13|MOVIMIENTO AL SOCIALISMO|000901013000000.13.A.000901013000000.13|UNIDAD DE LA IZQUIERDA
000901013000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 13|5|DEMOCRATA CRISTIANO|000901013000000.5.A.000901013000000.5|CIUDAD CELESTE POR LA VIDA Y LA FAMILIA
000901013000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 13|01-502|FRENTE DE TODOS|000901013000000.01-502.A.000901013000000.01-502|CELESTE Y BLANCA
000901013000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 13|01-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000901013000000.01-501.A.000901013000000.01-501|UNIDAD
000901013000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 13|01-503|JUNTOS POR EL CAMBIO|000901013000000.01-503.A.000901013000000.01-503|JUNTOS SOMOS EL CAMBIO
000901014000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 14|01-504|CONSENSO FEDERAL|000901014000000.01-504.A.000901014000000.01-504|CONSENSO PARA EL FUTURO
000901014000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 14|13|MOVIMIENTO AL SOCIALISMO|000901014000000.13.A.000901014000000.13|UNIDAD DE LA IZQUIERDA
000901014000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 14|5|DEMOCRATA CRISTIANO|000901014000000.5.A.000901014000000.5|CIUDAD CELESTE POR LA VIDA Y LA FAMILIA
000901014000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 14|87|UNITE POR LA LIBERTAD Y LA DIGNIDAD|000901014000000.87.A.000901014000000.87|OLA CELESTE
000901014000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 14|01-502|FRENTE DE TODOS|000901014000000.01-502.A.000901014000000.01-502|CELESTE Y BLANCA
000901014000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 14|88|PARTIDO DIGNIDAD POPULAR|000901014000000.88.1A.000901014000000.88|LIBERACION
000901014000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 14|01-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000901014000000.01-501.A.000901014000000.01-501|UNIDAD
000901014000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 14|01-503|JUNTOS POR EL CAMBIO|000901014000000.01-503.A.000901014000000.01-503|JUNTOS SOMOS EL CAMBIO
000901015000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 15|01-504|CONSENSO FEDERAL|000901015000000.01-504.A.000901015000000.01-504|CONSENSO PARA EL FUTURO
000901015000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 15|13|MOVIMIENTO AL SOCIALISMO|000901015000000.13.A.000901015000000.13|UNIDAD DE LA IZQUIERDA
000901015000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 15|5|DEMOCRATA CRISTIANO|000901015000000.5.A.000901015000000.5|CIUDAD CELESTE POR LA VIDA Y LA FAMILIA
000901015000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 15|87|UNITE POR LA LIBERTAD Y LA DIGNIDAD|000901015000000.87.A.000901015000000.87|OLA CELESTE
000901015000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 15|01-502|FRENTE DE TODOS|000901015000000.01-502.C.000901015000000.01-502|BLOQUE UNIDAD CIUDADANA
000901015000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 15|01-502|FRENTE DE TODOS|000901015000000.01-502.D.000901015000000.01-502|BLOQUE PERONISTA
000901015000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 15|01-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000901015000000.01-501.A.000901015000000.01-501|UNIDAD
000901015000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 15|01-503|JUNTOS POR EL CAMBIO|000901015000000.01-503.A.000901015000000.01-503|JUNTOS SOMOS EL CAMBIO
000501000000000|Jefe de Gobierno Ciudad Autónoma de Buenos Aires|01-504|CONSENSO FEDERAL|000501000000000.01-504.A.000501000000000.01-504|CONSENSO PARA EL FUTURO
000501000000000|Jefe de Gobierno Ciudad Autónoma de Buenos Aires|13|MOVIMIENTO AL SOCIALISMO|000501000000000.13.A.000501000000000.13|UNIDAD DE LA IZQUIERDA
000501000000000|Jefe de Gobierno Ciudad Autónoma de Buenos Aires|87|UNITE POR LA LIBERTAD Y LA DIGNIDAD|000501000000000.87.B.000501000000000.87|LISTA DIGNIDAD
000501000000000|Jefe de Gobierno Ciudad Autónoma de Buenos Aires|01-502|FRENTE DE TODOS|000501000000000.01-502.A.000501000000000.01-502|CELESTE Y BLANCA
000501000000000|Jefe de Gobierno Ciudad Autónoma de Buenos Aires|88|PARTIDO DIGNIDAD POPULAR|000501000000000.88.1A.000501000000000.88|LIBERACION
000501000000000|Jefe de Gobierno Ciudad Autónoma de Buenos Aires|01-187|AUTODETERMINACION Y LIBERTAD|000501000000000.01-187.A.000501000000000.01-187|QUE LOS PUEBLOS MANDEN
000501000000000|Jefe de Gobierno Ciudad Autónoma de Buenos Aires|01-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000501000000000.01-501.A.000501000000000.01-501|UNIDAD
000501000000000|Jefe de Gobierno Ciudad Autónoma de Buenos Aires|01-503|JUNTOS POR EL CAMBIO|000501000000000.01-503.A.000501000000000.01-503|JUNTOS SOMOS EL CAMBIO
000201000000000|Senadores Nacionales Ciudad Autónoma de Buenos Aires|01-504|CONSENSO FEDERAL|000201000000000.01-504.A.000201000000000.01-504|CONSENSO PARA EL FUTURO
000201000000000|Senadores Nacionales Ciudad Autónoma de Buenos Aires|13|MOVIMIENTO AL SOCIALISMO|000201000000000.13.A.000201000000000.13|UNIDAD DE LA IZQUIERDA
000201000000000|Senadores Nacionales Ciudad Autónoma de Buenos Aires|01-262|EL MOVIMIENTO|000201000000000.01-262.A.000201000000000.01-262|CELESTE
000201000000000|Senadores Nacionales Ciudad Autónoma de Buenos Aires|5|DEMOCRATA CRISTIANO|000201000000000.5.A.000201000000000.5|CIUDAD CELESTE POR LA VIDA Y LA FAMILIA
000201000000000|Senadores Nacionales Ciudad Autónoma de Buenos Aires|87|UNITE POR LA LIBERTAD Y LA DIGNIDAD|000201000000000.87.A.000201000000000.87|OLA CELESTE
000201000000000|Senadores Nacionales Ciudad Autónoma de Buenos Aires|01-502|FRENTE DE TODOS|000201000000000.01-502.A.000201000000000.01-502|CELESTE Y BLANCA
000201000000000|Senadores Nacionales Ciudad Autónoma de Buenos Aires|01-343|MOVIMIENTO DE JUBILADOS Y JUVENTUD|000201000000000.01-343.A.000201000000000.01-343|MISION CELESTE
000201000000000|Senadores Nacionales Ciudad Autónoma de Buenos Aires|88|PARTIDO DIGNIDAD POPULAR|000201000000000.88.1A.000201000000000.88|LIBERACION
000201000000000|Senadores Nacionales Ciudad Autónoma de Buenos Aires|01-187|AUTODETERMINACION Y LIBERTAD|000201000000000.01-187.A.000201000000000.01-187|QUE LOS PUEBLOS MANDEN
000201000000000|Senadores Nacionales Ciudad Autónoma de Buenos Aires|01-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000201000000000.01-501.A.000201000000000.01-501|UNIDAD
000201000000000|Senadores Nacionales Ciudad Autónoma de Buenos Aires|01-503|JUNTOS POR EL CAMBIO|000201000000000.01-503.A.000201000000000.01-503|JUNTOS SOMOS EL CAMBIO
000201000000000|Senadores Nacionales Ciudad Autónoma de Buenos Aires|86|FRENTE RENOVADOR AUTENTICO|000201000000000.86.A.000201000000000.86|NUEVA CORRIENTE
000206000000000|Senadores Nacionales Chaco|06-503|JUNTOS POR EL CAMBIO|000206000000000.06-503.A.000206000000000.06-503|UNIDAD
000206000000000|Senadores Nacionales Chaco|06-503|JUNTOS POR EL CAMBIO|000206000000000.06-503.B.000206000000000.06-503|SUMAMOS
000206000000000|Senadores Nacionales Chaco|06-156|ACCION CHAQUEÑA|000206000000000.06-156.A.000206000000000.06-156|CELESTE
000206000000000|Senadores Nacionales Chaco|06-501|FRENTE DE TODOS|000206000000000.06-501.F.000206000000000.06-501|SINCERAMENTE PERONISTA
000206000000000|Senadores Nacionales Chaco|06-501|FRENTE DE TODOS|000206000000000.06-501.R.000206000000000.06-501|17 DE OCTUBRE
000206000000000|Senadores Nacionales Chaco|06-501|FRENTE DE TODOS|000206000000000.06-501.O.000206000000000.06-501|CELESTE Y BLANCA
