CODIGO_DISTRITO|CODIGO_SECCION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
02|02065|000100000000000|13|81|15711|0.51
02|02065|000100000000000|131|159|15711|1.01
02|02065|000100000000000|132|19|15711|0.12
02|02065|000100000000000|133|334|15711|2.12
02|02065|000100000000000|135|5747|15711|36.57
02|02065|000100000000000|136|7241|15711|46.08
02|02065|000100000000000|137|1205|15711|7.66
02|02065|000100000000000|36|6|15711|0.03
02|02065|000100000000000|57|17|15711|0.10
02|02065|000100000000000|87|202|15711|1.28
02|02065|000302000000000|02-207|24|15572|0.15
02|02065|000302000000000|02-276|63|15572|0.40
02|02065|000302000000000|02-309|7|15572|0.04
02|02065|000302000000000|02-312|20|15572|0.12
02|02065|000302000000000|02-314|12|15572|0.07
02|02065|000302000000000|02-315|0|15572|0.00
02|02065|000302000000000|02-503|7048|15572|45.26
02|02065|000302000000000|02-816|9|15572|0.05
02|02065|000302000000000|133|307|15572|1.97
02|02065|000302000000000|135|5721|15572|36.73
02|02065|000302000000000|137|876|15572|5.62
02|02065|000302000000000|79|10|15572|0.06
02|02065|000402000000000|02-1911|123|15776|0.77
02|02065|000402000000000|02-276|55|15776|0.34
02|02065|000402000000000|02-309|8|15776|0.05
02|02065|000402000000000|02-503|7135|15776|45.22
02|02065|000402000000000|02-816|7|15776|0.04
02|02065|000402000000000|02-865|18|15776|0.11
02|02065|000402000000000|133|274|15776|1.73
02|02065|000402000000000|135|6253|15776|39.63
02|02065|000402000000000|137|703|15776|4.45
02|02065|001002065000000|02-503|9014|15793|57.07
02|02065|001002065000000|133|215|15793|1.36
02|02065|001002065000000|135|5368|15793|33.98
02|02065|001002065000000|137|479|15793|3.03
02|02066|000100000000000|13|32|10230|0.31
02|02066|000100000000000|131|106|10230|1.03
02|02066|000100000000000|132|25|10230|0.24
02|02066|000100000000000|133|148|10230|1.44
02|02066|000100000000000|135|3925|10230|38.36
02|02066|000100000000000|136|4952|10230|48.40
02|02066|000100000000000|137|574|10230|5.61
02|02066|000100000000000|36|6|10230|0.05
02|02066|000100000000000|57|13|10230|0.12
02|02066|000100000000000|87|107|10230|1.04
02|02066|000302000000000|02-207|15|10227|0.14
02|02066|000302000000000|02-276|26|10227|0.25
02|02066|000302000000000|02-309|10|10227|0.09
02|02066|000302000000000|02-312|30|10227|0.29
02|02066|000302000000000|02-314|13|10227|0.12
02|02066|000302000000000|02-315|0|10227|0.00
02|02066|000302000000000|02-503|4907|10227|47.98
02|02066|000302000000000|02-816|9|10227|0.08
02|02066|000302000000000|133|130|10227|1.27
02|02066|000302000000000|135|3903|10227|38.16
02|02066|000302000000000|137|444|10227|4.34
02|02066|000302000000000|79|8|10227|0.07
02|02066|000402000000000|02-1911|92|10271|0.89
02|02066|000402000000000|02-276|23|10271|0.22
02|02066|000402000000000|02-309|9|10271|0.08
02|02066|000402000000000|02-503|4951|10271|48.20
02|02066|000402000000000|02-816|9|10271|0.08
02|02066|000402000000000|02-865|24|10271|0.23
02|02066|000402000000000|133|111|10271|1.08
02|02066|000402000000000|135|4078|10271|39.70
02|02066|000402000000000|137|403|10271|3.92
02|02066|001002066000000|02-1911|95|10254|0.92
02|02066|001002066000000|02-503|5716|10254|55.74
02|02066|001002066000000|135|3515|10254|34.27
02|02066|001002066000000|137|371|10254|3.61
02|02067|000100000000000|13|117|26631|0.43
02|02067|000100000000000|131|435|26631|1.63
02|02067|000100000000000|132|76|26631|0.28
02|02067|000100000000000|133|524|26631|1.96
02|02067|000100000000000|135|11600|26631|43.55
02|02067|000100000000000|136|10248|26631|38.48
02|02067|000100000000000|137|2090|26631|7.84
02|02067|000100000000000|36|21|26631|0.07
02|02067|000100000000000|57|35|26631|0.13
02|02067|000100000000000|87|443|26631|1.66
02|02067|000302000000000|02-207|51|26422|0.19
02|02067|000302000000000|02-276|97|26422|0.36
02|02067|000302000000000|02-309|26|26422|0.09
02|02067|000302000000000|02-312|89|26422|0.33
02|02067|000302000000000|02-314|27|26422|0.10
02|02067|000302000000000|02-315|1|26422|0.00
02|02067|000302000000000|02-503|9941|26422|37.62
02|02067|000302000000000|02-816|60|26422|0.22
02|02067|000302000000000|133|503|26422|1.90
02|02067|000302000000000|135|11916|26422|45.09
02|02067|000302000000000|137|1644|26422|6.22
02|02067|000302000000000|79|27|26422|0.10
02|02067|000402000000000|02-1911|315|26709|1.17
02|02067|000402000000000|02-276|91|26709|0.34
02|02067|000402000000000|02-309|27|26709|0.10
02|02067|000402000000000|02-503|10184|26709|38.12
02|02067|000402000000000|02-816|53|26709|0.19
02|02067|000402000000000|02-865|78|26709|0.29
02|02067|000402000000000|133|460|26709|1.72
02|02067|000402000000000|135|12429|26709|46.53
02|02067|000402000000000|137|1439|26709|5.38
02|02067|001002067000000|02-1911|227|26734|0.84
02|02067|001002067000000|02-503|10479|26734|39.19
02|02067|001002067000000|02-816|69|26734|0.25
02|02067|001002067000000|135|13148|26734|49.18
02|02067|001002067000000|137|1200|26734|4.48
02|02068|000100000000000|13|45|10736|0.41
02|02068|000100000000000|131|155|10736|1.44
02|02068|000100000000000|132|11|10736|0.10
02|02068|000100000000000|133|311|10736|2.89
02|02068|000100000000000|135|4177|10736|38.90
02|02068|000100000000000|136|4383|10736|40.82
02|02068|000100000000000|137|513|10736|4.77
02|02068|000100000000000|36|3|10736|0.02
02|02068|000100000000000|57|6|10736|0.05
02|02068|000100000000000|87|127|10736|1.18
02|02068|000302000000000|02-207|5|10715|0.04
02|02068|000302000000000|02-276|31|10715|0.28
02|02068|000302000000000|02-309|11|10715|0.10
02|02068|000302000000000|02-312|13|10715|0.12
02|02068|000302000000000|02-314|5|10715|0.04
02|02068|000302000000000|02-315|0|10715|0.00
02|02068|000302000000000|02-503|4165|10715|38.87
02|02068|000302000000000|02-816|9|10715|0.08
02|02068|000302000000000|133|277|10715|2.58
02|02068|000302000000000|135|4367|10715|40.75
02|02068|000302000000000|137|339|10715|3.16
02|02068|000302000000000|79|9|10715|0.08
02|02068|000402000000000|02-1911|124|10810|1.14
02|02068|000402000000000|02-276|26|10810|0.24
02|02068|000402000000000|02-309|10|10810|0.09
02|02068|000402000000000|02-503|4145|10810|38.34
02|02068|000402000000000|02-816|6|10810|0.05
02|02068|000402000000000|02-865|12|10810|0.11
02|02068|000402000000000|133|252|10810|2.33
02|02068|000402000000000|135|4668|10810|43.18
02|02068|000402000000000|137|272|10810|2.51
02|02068|001002068000000|02-503|4569|10697|42.71
02|02068|001002068000000|133|226|10697|2.11
02|02068|001002068000000|135|5407|10697|50.54
02|02069|000100000000000|13|115|23772|0.48
02|02069|000100000000000|131|352|23772|1.48
02|02069|000100000000000|132|45|23772|0.18
02|02069|000100000000000|133|746|23772|3.13
02|02069|000100000000000|135|9823|23772|41.32
02|02069|000100000000000|136|9276|23772|39.02
02|02069|000100000000000|137|1626|23772|6.83
02|02069|000100000000000|36|29|23772|0.12
02|02069|000100000000000|57|20|23772|0.08
02|02069|000100000000000|87|443|23772|1.86
02|02069|000302000000000|02-207|33|23726|0.13
02|02069|000302000000000|02-276|99|23726|0.41
02|02069|000302000000000|02-309|24|23726|0.10
02|02069|000302000000000|02-312|34|23726|0.14
02|02069|000302000000000|02-314|15|23726|0.06
02|02069|000302000000000|02-315|18|23726|0.07
02|02069|000302000000000|02-503|8999|23726|37.92
02|02069|000302000000000|02-816|31|23726|0.13
02|02069|000302000000000|133|726|23726|3.05
02|02069|000302000000000|135|10030|23726|42.27
02|02069|000302000000000|137|1340|23726|5.64
02|02069|000302000000000|79|10|23726|0.04
02|02069|000402000000000|02-1911|346|23994|1.44
02|02069|000402000000000|02-276|97|23994|0.40
02|02069|000402000000000|02-309|30|23994|0.12
02|02069|000402000000000|02-503|9186|23994|38.28
02|02069|000402000000000|02-816|27|23994|0.11
02|02069|000402000000000|02-865|35|23994|0.14
02|02069|000402000000000|133|692|23994|2.88
02|02069|000402000000000|135|10520|23994|43.84
02|02069|000402000000000|137|1165|23994|4.85
02|02069|001002069000000|02-1911|385|24113|1.59
02|02069|001002069000000|02-503|9990|24113|41.42
02|02069|001002069000000|02-868|1463|24113|6.06
02|02069|001002069000000|133|643|24113|2.66
02|02069|001002069000000|135|9539|24113|39.55
02|02069|001002069000000|137|684|24113|2.83
02|02070|000100000000000|13|3031|330373|0.91
02|02070|000100000000000|131|4341|330373|1.31
02|02070|000100000000000|132|823|330373|0.24
02|02070|000100000000000|133|12307|330373|3.72
02|02070|000100000000000|135|81244|330373|24.59
02|02070|000100000000000|136|186442|330373|56.43
02|02070|000100000000000|137|24921|330373|7.54
02|02070|000100000000000|36|287|330373|0.08
02|02070|000100000000000|57|379|330373|0.11
02|02070|000100000000000|87|6125|330373|1.85
02|02070|000302000000000|02-207|657|329271|0.19
02|02070|000302000000000|02-276|2955|329271|0.89
02|02070|000302000000000|02-309|290|329271|0.08
02|02070|000302000000000|02-312|831|329271|0.25
02|02070|000302000000000|02-314|272|329271|0.08
02|02070|000302000000000|02-315|6|329271|0.00
02|02070|000302000000000|02-503|179519|329271|54.52
02|02070|000302000000000|02-816|473|329271|0.14
02|02070|000302000000000|133|13388|329271|4.06
02|02070|000302000000000|135|83977|329271|25.50
02|02070|000302000000000|137|22706|329271|6.89
02|02070|000302000000000|79|393|329271|0.11
02|02070|000402000000000|02-1911|4045|341382|1.18
02|02070|000402000000000|02-276|2776|341382|0.81
02|02070|000402000000000|02-309|336|341382|0.09
02|02070|000402000000000|02-503|188831|341382|55.31
02|02070|000402000000000|02-816|531|341382|0.15
02|02070|000402000000000|02-865|782|341382|0.22
02|02070|000402000000000|133|12114|341382|3.54
02|02070|000402000000000|135|90026|341382|26.37
02|02070|000402000000000|137|20473|341382|5.99
02|02070|001002070000000|02-1911|4006|339939|1.17
02|02070|001002070000000|02-207|837|339939|0.24
02|02070|001002070000000|02-276|2938|339939|0.86
02|02070|001002070000000|02-309|482|339939|0.14
02|02070|001002070000000|02-503|189017|339939|55.60
02|02070|001002070000000|02-816|494|339939|0.14
02|02070|001002070000000|133|12516|339939|3.68
02|02070|001002070000000|135|82558|339939|24.28
02|02070|001002070000000|137|19495|339939|5.73
02|02070|001002070000000|79|528|339939|0.15
02|02071|000100000000000|13|390|62351|0.62
02|02071|000100000000000|131|712|62351|1.14
02|02071|000100000000000|132|159|62351|0.25
02|02071|000100000000000|133|1757|62351|2.81
02|02071|000100000000000|135|23101|62351|37.04
02|02071|000100000000000|136|27042|62351|43.37
02|02071|000100000000000|137|5531|62351|8.87
02|02071|000100000000000|36|63|62351|0.10
02|02071|000100000000000|57|2|62351|0.00
02|02071|000100000000000|87|1177|62351|1.88
02|02071|000302000000000|02-207|81|62340|0.12
02|02071|000302000000000|02-276|349|62340|0.55
02|02071|000302000000000|02-309|58|62340|0.09
02|02071|000302000000000|02-312|157|62340|0.25
02|02071|000302000000000|02-314|68|62340|0.10
02|02071|000302000000000|02-315|34|62340|0.05
02|02071|000302000000000|02-503|26008|62340|41.71
02|02071|000302000000000|02-816|83|62340|0.13
02|02071|000302000000000|133|1863|62340|2.98
02|02071|000302000000000|135|23505|62340|37.70
02|02071|000302000000000|137|4799|62340|7.69
02|02071|000302000000000|79|139|62340|0.22
02|02071|000402000000000|02-1911|597|62711|0.95
02|02071|000402000000000|02-276|337|62711|0.53
02|02071|000402000000000|02-309|60|62711|0.09
02|02071|000402000000000|02-503|26256|62711|41.86
02|02071|000402000000000|02-816|91|62711|0.14
02|02071|000402000000000|02-865|203|62711|0.32
02|02071|000402000000000|133|1637|62711|2.61
02|02071|000402000000000|135|24986|62711|39.84
02|02071|000402000000000|137|4068|62711|6.48
02|02071|001002071000000|02-244|72|62466|0.11
02|02071|001002071000000|02-503|29270|62466|46.85
02|02071|001002071000000|02-884|3162|62466|5.06
02|02071|001002071000000|133|1450|62466|2.32
02|02071|001002071000000|135|20370|62466|32.60
02|02071|001002071000000|137|3478|62466|5.56
02|02071|001002071000000|79|443|62466|0.70
02|02072|000100000000000|13|84|10491|0.80
02|02072|000100000000000|131|260|10491|2.47
02|02072|000100000000000|132|22|10491|0.20
02|02072|000100000000000|133|256|10491|2.44
02|02072|000100000000000|135|4127|10491|39.33
02|02072|000100000000000|136|4295|10491|40.93
02|02072|000100000000000|137|783|10491|7.46
02|02072|000100000000000|36|16|10491|0.15
02|02072|000100000000000|57|13|10491|0.12
02|02072|000100000000000|87|184|10491|1.75
02|02072|000302000000000|02-207|16|10368|0.15
02|02072|000302000000000|02-276|78|10368|0.75
02|02072|000302000000000|02-309|19|10368|0.18
02|02072|000302000000000|02-312|17|10368|0.16
02|02072|000302000000000|02-314|10|10368|0.09
02|02072|000302000000000|02-315|7|10368|0.06
02|02072|000302000000000|02-503|4160|10368|40.12
02|02072|000302000000000|02-816|12|10368|0.11
02|02072|000302000000000|133|247|10368|2.38
02|02072|000302000000000|135|4176|10368|40.27
02|02072|000302000000000|137|632|10368|6.09
02|02072|000302000000000|79|11|10368|0.10
02|02072|000402000000000|02-1911|239|10580|2.25
02|02072|000402000000000|02-276|77|10580|0.72
02|02072|000402000000000|02-309|18|10580|0.17
02|02072|000402000000000|02-503|4203|10580|39.72
02|02072|000402000000000|02-816|13|10580|0.12
02|02072|000402000000000|02-865|19|10580|0.17
02|02072|000402000000000|133|230|10580|2.17
02|02072|000402000000000|135|4496|10580|42.49
02|02072|000402000000000|137|549|10580|5.18
02|02072|001002072000000|02-503|3816|10568|36.10
02|02072|001002072000000|135|5129|10568|48.53
02|02072|001002072000000|137|532|10568|5.03
02|02073|000100000000000|13|34|7494|0.45
02|02073|000100000000000|131|105|7494|1.40
02|02073|000100000000000|132|16|7494|0.21
02|02073|000100000000000|133|142|7494|1.89
02|02073|000100000000000|135|3245|7494|43.30
02|02073|000100000000000|136|3199|7494|42.68
02|02073|000100000000000|137|306|7494|4.08
02|02073|000100000000000|36|8|7494|0.10
02|02073|000100000000000|57|11|7494|0.14
02|02073|000100000000000|87|115|7494|1.53
02|02073|000302000000000|02-207|11|7430|0.14
02|02073|000302000000000|02-276|29|7430|0.39
02|02073|000302000000000|02-309|3|7430|0.04
02|02073|000302000000000|02-312|14|7430|0.18
02|02073|000302000000000|02-314|8|7430|0.10
02|02073|000302000000000|02-315|0|7430|0.00
02|02073|000302000000000|02-503|3113|7430|41.89
02|02073|000302000000000|02-816|7|7430|0.09
02|02073|000302000000000|133|121|7430|1.62
02|02073|000302000000000|135|3370|7430|45.35
02|02073|000302000000000|137|184|7430|2.47
02|02073|000302000000000|79|2|7430|0.02
02|02073|000402000000000|02-1911|90|7487|1.20
02|02073|000402000000000|02-276|28|7487|0.37
02|02073|000402000000000|02-309|9|7487|0.12
02|02073|000402000000000|02-503|3168|7487|42.31
02|02073|000402000000000|02-816|6|7487|0.08
02|02073|000402000000000|02-865|10|7487|0.13
02|02073|000402000000000|133|107|7487|1.42
02|02073|000402000000000|135|3368|7487|44.98
02|02073|000402000000000|137|279|7487|3.72
02|02073|001002073000000|02-503|3280|6978|47.00
02|02073|001002073000000|135|3318|6978|47.54
02|02074|000100000000000|13|221|17228|1.28
02|02074|000100000000000|131|184|17228|1.06
02|02074|000100000000000|132|27|17228|0.15
02|02074|000100000000000|133|358|17228|2.07
02|02074|000100000000000|135|5928|17228|34.40
02|02074|000100000000000|136|8140|17228|47.24
02|02074|000100000000000|137|1189|17228|6.90
02|02074|000100000000000|36|19|17228|0.11
02|02074|000100000000000|57|17|17228|0.09
02|02074|000100000000000|87|303|17228|1.75
02|02074|000302000000000|02-207|25|17231|0.14
02|02074|000302000000000|02-276|209|17231|1.21
02|02074|000302000000000|02-309|16|17231|0.09
02|02074|000302000000000|02-312|24|17231|0.13
02|02074|000302000000000|02-314|13|17231|0.07
02|02074|000302000000000|02-315|0|17231|0.00
02|02074|000302000000000|02-503|8041|17231|46.66
02|02074|000302000000000|02-816|23|17231|0.13
02|02074|000302000000000|133|370|17231|2.14
02|02074|000302000000000|135|6163|17231|35.76
02|02074|000302000000000|137|938|17231|5.44
02|02074|000302000000000|79|17|17231|0.09
02|02074|000402000000000|02-1911|161|17352|0.92
02|02074|000402000000000|02-276|189|17352|1.08
02|02074|000402000000000|02-309|17|17352|0.09
02|02074|000402000000000|02-503|8228|17352|47.41
02|02074|000402000000000|02-816|17|17352|0.09
02|02074|000402000000000|02-865|21|17352|0.12
02|02074|000402000000000|133|325|17352|1.87
02|02074|000402000000000|135|6509|17352|37.51
02|02074|000402000000000|137|735|17352|4.23
02|02074|001002074000000|02-276|226|17340|1.30
02|02074|001002074000000|02-503|9664|17340|55.73
02|02074|001002074000000|02-888|689|17340|3.97
02|02074|001002074000000|135|5329|17340|30.73
02|02074|001002074000000|137|518|17340|2.98
02|02075|000100000000000|13|156|30297|0.51
02|02075|000100000000000|131|514|30297|1.69
02|02075|000100000000000|132|64|30297|0.21
02|02075|000100000000000|133|793|30297|2.61
02|02075|000100000000000|135|6910|30297|22.80
02|02075|000100000000000|136|18090|30297|59.70
02|02075|000100000000000|137|1611|30297|5.31
02|02075|000100000000000|36|41|30297|0.13
02|02075|000100000000000|57|0|30297|0.00
02|02075|000100000000000|87|388|30297|1.28
02|02075|000302000000000|02-207|40|30289|0.13
02|02075|000302000000000|02-276|148|30289|0.48
02|02075|000302000000000|02-309|87|30289|0.28
02|02075|000302000000000|02-312|65|30289|0.21
02|02075|000302000000000|02-314|21|30289|0.06
02|02075|000302000000000|02-315|23|30289|0.07
02|02075|000302000000000|02-503|17498|30289|57.77
02|02075|000302000000000|02-816|341|30289|1.12
02|02075|000302000000000|133|833|30289|2.75
02|02075|000302000000000|135|7073|30289|23.35
02|02075|000302000000000|137|1329|30289|4.38
02|02075|000302000000000|79|22|30289|0.07
02|02075|000402000000000|02-1911|460|30895|1.48
02|02075|000402000000000|02-276|130|30895|0.42
02|02075|000402000000000|02-309|92|30895|0.29
02|02075|000402000000000|02-503|18022|30895|58.33
02|02075|000402000000000|02-816|341|30895|1.10
02|02075|000402000000000|02-865|63|30895|0.20
02|02075|000402000000000|133|744|30895|2.40
02|02075|000402000000000|135|7499|30895|24.27
02|02075|000402000000000|137|1161|30895|3.75
02|02075|001002075000000|02-1911|453|30575|1.48
02|02075|001002075000000|02-309|348|30575|1.13
02|02075|001002075000000|02-503|19444|30575|63.59
02|02075|001002075000000|02-816|829|30575|2.71
02|02075|001002075000000|133|757|30575|2.47
02|02075|001002075000000|135|6105|30575|19.96
02|02075|001002075000000|137|800|30575|2.61
02|02076|000100000000000|13|201|39323|0.51
02|02076|000100000000000|131|489|39323|1.24
02|02076|000100000000000|132|74|39323|0.18
02|02076|000100000000000|133|1163|39323|2.95
02|02076|000100000000000|135|16046|39323|40.80
02|02076|000100000000000|136|16251|39323|41.32
02|02076|000100000000000|137|3107|39323|7.90
02|02076|000100000000000|36|31|39323|0.07
02|02076|000100000000000|57|0|39323|0.00
02|02076|000100000000000|87|655|39323|1.66
02|02076|000302000000000|02-207|47|39242|0.11
02|02076|000302000000000|02-276|183|39242|0.46
02|02076|000302000000000|02-309|29|39242|0.07
02|02076|000302000000000|02-312|98|39242|0.24
02|02076|000302000000000|02-314|24|39242|0.06
02|02076|000302000000000|02-315|24|39242|0.06
02|02076|000302000000000|02-503|16031|39242|40.85
02|02076|000302000000000|02-816|76|39242|0.19
02|02076|000302000000000|133|1205|39242|3.07
02|02076|000302000000000|135|16119|39242|41.07
02|02076|000302000000000|137|2721|39242|6.93
02|02076|000302000000000|79|32|39242|0.08
02|02076|000402000000000|02-1911|422|39542|1.06
02|02076|000402000000000|02-276|170|39542|0.42
02|02076|000402000000000|02-309|29|39542|0.07
02|02076|000402000000000|02-503|16241|39542|41.07
02|02076|000402000000000|02-816|83|39542|0.20
02|02076|000402000000000|02-865|71|39542|0.17
02|02076|000402000000000|133|1093|39542|2.76
02|02076|000402000000000|135|17201|39542|43.50
02|02076|000402000000000|137|2209|39542|5.58
02|02076|001002076000000|02-503|22501|39357|57.17
02|02076|001002076000000|02-816|106|39357|0.26
02|02076|001002076000000|133|748|39357|1.90
02|02076|001002076000000|135|11922|39357|30.29
02|02076|001002076000000|137|1693|39357|4.30
02|02077|000100000000000|13|1872|263105|0.71
02|02077|000100000000000|131|5504|263105|2.09
02|02077|000100000000000|132|658|263105|0.25
02|02077|000100000000000|133|9921|263105|3.77
02|02077|000100000000000|135|49449|263105|18.79
02|02077|000100000000000|136|165364|263105|62.85
02|02077|000100000000000|137|17603|263105|6.69
02|02077|000100000000000|36|217|263105|0.08
02|02077|000100000000000|57|21|263105|0.00
02|02077|000100000000000|87|3257|263105|1.23
02|02077|000302000000000|02-207|306|262823|0.11
02|02077|000302000000000|02-276|1866|262823|0.70
02|02077|000302000000000|02-309|351|262823|0.13
02|02077|000302000000000|02-312|590|262823|0.22
02|02077|000302000000000|02-314|160|262823|0.06
02|02077|000302000000000|02-315|21|262823|0.00
02|02077|000302000000000|02-503|159595|262823|60.72
02|02077|000302000000000|02-816|775|262823|0.29
02|02077|000302000000000|133|10403|262823|3.95
02|02077|000302000000000|135|50774|262823|19.31
02|02077|000302000000000|137|15986|262823|6.08
02|02077|000302000000000|79|288|262823|0.10
02|02077|000402000000000|02-1911|5147|267339|1.92
02|02077|000402000000000|02-276|1744|267339|0.65
02|02077|000402000000000|02-309|321|267339|0.12
02|02077|000402000000000|02-503|162516|267339|60.79
02|02077|000402000000000|02-816|854|267339|0.31
02|02077|000402000000000|02-865|588|267339|0.21
02|02077|000402000000000|133|9705|267339|3.63
02|02077|000402000000000|135|54825|267339|20.50
02|02077|000402000000000|137|14678|267339|5.49
02|02077|001002077000000|02-1911|5649|266694|2.11
02|02077|001002077000000|02-276|1873|266694|0.70
02|02077|001002077000000|02-309|563|266694|0.21
02|02077|001002077000000|02-503|162326|266694|60.86
02|02077|001002077000000|02-816|1052|266694|0.39
02|02077|001002077000000|02-821|2781|266694|1.04
02|02077|001002077000000|02-865|548|266694|0.20
02|02077|001002077000000|133|10163|266694|3.81
02|02077|001002077000000|135|48138|266694|18.04
02|02077|001002077000000|137|13777|266694|5.16
02|02078|000100000000000|13|94|13114|0.71
02|02078|000100000000000|131|297|13114|2.26
02|02078|000100000000000|132|39|13114|0.29
02|02078|000100000000000|133|335|13114|2.55
02|02078|000100000000000|135|5743|13114|43.79
02|02078|000100000000000|136|5007|13114|38.18
02|02078|000100000000000|137|631|13114|4.81
02|02078|000100000000000|36|20|13114|0.15
02|02078|000100000000000|57|15|13114|0.11
02|02078|000100000000000|87|187|13114|1.42
02|02078|000302000000000|02-207|29|13034|0.22
02|02078|000302000000000|02-276|76|13034|0.58
02|02078|000302000000000|02-309|13|13034|0.09
02|02078|000302000000000|02-312|32|13034|0.24
02|02078|000302000000000|02-314|27|13034|0.20
02|02078|000302000000000|02-315|1|13034|0.00
02|02078|000302000000000|02-503|4677|13034|35.88
02|02078|000302000000000|02-816|15|13034|0.11
02|02078|000302000000000|133|334|13034|2.56
02|02078|000302000000000|135|5948|13034|45.63
02|02078|000302000000000|137|489|13034|3.75
02|02078|000302000000000|79|12|13034|0.09
02|02078|000402000000000|02-1911|250|13229|1.88
02|02078|000402000000000|02-276|63|13229|0.47
02|02078|000402000000000|02-309|10|13229|0.07
02|02078|000402000000000|02-503|4769|13229|36.04
02|02078|000402000000000|02-816|16|13229|0.12
02|02078|000402000000000|02-865|34|13229|0.25
02|02078|000402000000000|133|287|13229|2.16
02|02078|000402000000000|135|6304|13229|47.65
02|02078|000402000000000|137|401|13229|3.03
02|02078|001002078000000|02-503|3341|12830|26.04
02|02078|001002078000000|135|7581|12830|59.08
02|02079|000100000000000|13|1342|190326|0.70
02|02079|000100000000000|131|4117|190326|2.16
02|02079|000100000000000|132|476|190326|0.25
02|02079|000100000000000|133|6597|190326|3.46
02|02079|000100000000000|135|37417|190326|19.65
02|02079|000100000000000|136|121527|190326|63.85
02|02079|000100000000000|137|10767|190326|5.65
02|02079|000100000000000|36|201|190326|0.10
02|02079|000100000000000|57|17|190326|0.00
02|02079|000100000000000|87|2318|190326|1.21
02|02079|000302000000000|02-207|250|187982|0.13
02|02079|000302000000000|02-276|1293|187982|0.68
02|02079|000302000000000|02-309|172|187982|0.09
02|02079|000302000000000|02-312|443|187982|0.23
02|02079|000302000000000|02-314|223|187982|0.11
02|02079|000302000000000|02-315|19|187982|0.01
02|02079|000302000000000|02-503|115076|187982|61.21
02|02079|000302000000000|02-816|169|187982|0.08
02|02079|000302000000000|133|6759|187982|3.59
02|02079|000302000000000|135|38435|187982|20.44
02|02079|000302000000000|137|9553|187982|5.08
02|02079|000302000000000|79|173|187982|0.09
02|02079|000402000000000|02-1911|3987|192967|2.06
02|02079|000402000000000|02-276|1222|192967|0.63
02|02079|000402000000000|02-309|178|192967|0.09
02|02079|000402000000000|02-503|118508|192967|61.41
02|02079|000402000000000|02-816|182|192967|0.09
02|02079|000402000000000|02-865|415|192967|0.21
02|02079|000402000000000|133|6286|192967|3.25
02|02079|000402000000000|135|40854|192967|21.17
02|02079|000402000000000|137|8592|192967|4.45
02|02079|001002079000000|02-1911|4273|193830|2.20
02|02079|001002079000000|02-244|306|193830|0.15
02|02079|001002079000000|02-276|1155|193830|0.59
02|02079|001002079000000|02-309|213|193830|0.10
02|02079|001002079000000|02-503|120827|193830|62.33
02|02079|001002079000000|02-816|333|193830|0.17
02|02079|001002079000000|02-865|517|193830|0.26
02|02079|001002079000000|133|5740|193830|2.96
02|02079|001002079000000|135|38162|193830|19.68
02|02079|001002079000000|137|7953|193830|4.10
02|02080|000100000000000|13|2002|192883|1.03
02|02080|000100000000000|131|3488|192883|1.80
02|02080|000100000000000|132|511|192883|0.26
02|02080|000100000000000|133|8220|192883|4.26
02|02080|000100000000000|135|64804|192883|33.59
02|02080|000100000000000|136|84998|192883|44.06
02|02080|000100000000000|137|19113|192883|9.90
02|02080|000100000000000|36|200|192883|0.10
02|02080|000100000000000|57|2|192883|0.00
02|02080|000100000000000|87|4967|192883|2.57
02|02080|000302000000000|02-207|411|192515|0.21
02|02080|000302000000000|02-276|1967|192515|1.02
02|02080|000302000000000|02-309|213|192515|0.11
02|02080|000302000000000|02-312|542|192515|0.28
02|02080|000302000000000|02-314|143|192515|0.07
02|02080|000302000000000|02-315|14|192515|0.00
02|02080|000302000000000|02-503|82229|192515|42.71
02|02080|000302000000000|02-816|348|192515|0.18
02|02080|000302000000000|133|8948|192515|4.64
02|02080|000302000000000|135|68192|192515|35.42
02|02080|000302000000000|137|16945|192515|8.80
02|02080|000302000000000|79|147|192515|0.07
02|02080|000402000000000|02-1911|3203|195044|1.64
02|02080|000402000000000|02-276|1812|195044|0.92
02|02080|000402000000000|02-309|228|195044|0.11
02|02080|000402000000000|02-503|84351|195044|43.24
02|02080|000402000000000|02-816|339|195044|0.17
02|02080|000402000000000|02-865|490|195044|0.25
02|02080|000402000000000|133|7924|195044|4.06
02|02080|000402000000000|135|73614|195044|37.74
02|02080|000402000000000|137|14353|195044|7.35
02|02080|001002080000000|02-1911|3253|194230|1.67
02|02080|001002080000000|02-207|520|194230|0.26
02|02080|001002080000000|02-276|1772|194230|0.91
02|02080|001002080000000|02-309|283|194230|0.14
02|02080|001002080000000|02-503|84846|194230|43.68
02|02080|001002080000000|02-816|317|194230|0.16
02|02080|001002080000000|133|7773|194230|4.00
02|02080|001002080000000|135|70432|194230|36.26
02|02080|001002080000000|137|14129|194230|7.27
02|02081|000100000000000|13|44|10861|0.40
02|02081|000100000000000|131|56|10861|0.51
02|02081|000100000000000|132|12|10861|0.11
02|02081|000100000000000|133|131|10861|1.20
02|02081|000100000000000|135|4707|10861|43.33
02|02081|000100000000000|136|4753|10861|43.76
02|02081|000100000000000|137|535|10861|4.92
02|02081|000100000000000|36|17|10861|0.15
